class,nodes,distance
2,49356949,3588.338
2,1188766164,2459.742
2,1188766170,2426.023
2,48898586,2065.145
2,49095399,3451.037
2,49095400,3515.546
2,49357685,2152.35
2,1214981043,3332.271
2,49358118,2665.223
2,48899370,1155.989
2,49358121,2644.557
2,49358123,2742.484
2,48899379,1608.012
2,49358169,3374.988
2,49358170,3440.81
2,49096208,2331.145
2,49096209,2229.832
2,49096217,1864.617
2,49096228,2583.064
2,49096241,3013.225
2,2304485442,2513.089
2,49096627,2954.315
2,49096643,2051.556
2,49096672,3454.966
2,1199384576,3598.653
2,49096795,2096.782
2,49096797,2204.734
2,49096798,2257.873
2,49096799,2288.746
2,49096800,2290.942
2,49096805,2536.428
2,49096806,2618.234
2,49096808,2957.474
2,49096809,3043.941
2,49096810,3124.277
2,49096811,3207.041
2,49096812,3286.255
2,49096813,3363.319
2,49096815,3477.508
2,48900269,1291.689
2,48900270,1834.588
2,48900511,1672.61
2,48900514,1446.554
2,48900519,1361
2,48900524,1384.181
2,279718322,2638.893
2,49621833,2671.881
2,49687513,3590.375
2,350366785,2360.891
2,2430676120,2380.446
2,2430676127,2544.043
2,2430676167,2359.721
2,2430676177,2219.329
2,3506384352,2936.408
2,3506384353,3266.576
2,49426226,3509.342
2,49426231,3397.944
2,49426229,3428.505
2,1339371327,2457.239
2,1339371343,2251.487
2,316551023,1997.667
2,316551029,1984.294
2,49229717,3358.712
2,49229719,3261.527
2,49098666,2809.212
2,49098667,2892.355
2,49098668,3046.734
2,49098672,3396.579
2,49098675,2550.63
2,49098676,2479.851
2,49098677,2312.781
2,49098678,2227.855
2,49098679,2157.187
2,49098680,2132.534
2,49295365,1909.081
2,49295366,1785.36
2,316551199,1973.064
2,287322161,1990.394
2,48967759,2766.068
2,49426534,2267.094
2,49295473,3204.265
2,49295475,3264.137
2,1710764179,2815.538
2,49098926,1293.877
2,1710764216,2700.052
2,49426626,3274.342
2,49426628,3158.474
2,49426629,2924.404
2,49426631,2576.575
2,49426640,1745.588
2,412692733,3384.623
2,412692734,3189.119
2,49230167,3046.972
2,49230169,2966.149
2,49230171,2933.067
2,49230173,2946.661
2,49230177,3147.218
2,49230180,3213.826
2,49230182,3246.431
2,49230186,3572.755
2,49230189,2965.752
2,49230193,2132.805
2,49164717,3284.775
2,49164720,3373.893
2,49033678,1187.594
2,49296034,1526.537
2,49296036,1780.368
2,49296042,2051.053
2,49296065,2870.08
2,49755031,3349.63
2,287323067,2829.954
2,287323070,3100.52
2,49755086,727.992
2,49755115,1972.846
2,49165426,3269.677
2,49034389,3569.046
2,1188771061,1585.85
2,1188771063,1468.501
2,1188771065,1509.369
2,1188771069,1476.843
2,1188771071,1517.947
2,49231131,3484.133
2,1188771371,1299.763
2,287323707,2758.2
2,1185560171,2373.678
2,287323777,2708.532
2,287323821,2848.001
2,49559264,1979.05
2,3042654044,1938.431
2,49559512,2305.071
2,49559533,3200.405
2,49166534,3472.685
2,49166537,3321.176
2,49149218,3048.585
2,49149223,3119.017
2,49298094,1293.212
2,49298104,972.146
2,49363701,2448.058
2,48904950,3268.296
2,48904951,3256.12
2,49363703,2587.059
2,49363715,3047.25
2,49363717,3164.238
2,49363719,3279.824
2,49363722,3396.158
2,49363723,3510.248
2,49756994,1486.783
2,49757020,2068.09
2,49757038,2988.814
2,49757040,3332.429
2,435764104,2112.416
2,316685239,2502.784
2,3932109866,1021.446
2,1188772963,1288.626
2,1188772964,1199.123
2,316685418,2439.504
2,49233431,2741.593
2,49233433,3397.251
2,316685898,2498.221
2,49036972,1663.61
2,49037097,2842.728
2,49037098,2857.695
2,49561949,3164.467
2,49561951,3158.396
2,2430681613,2385.723
2,2478391900,2049.889
2,2478391903,2032.291
2,2478391906,2066.709
2,2478391908,2036.012
2,49758840,2920.859
2,350307035,1898.313
2,49234902,3520.886
2,49431755,2862.241
2,49431773,2790.521
2,317474141,3445.725
2,49038713,3427.649
2,276776512,1005.204
2,48973396,1585.119
2,49384344,2812.082
2,2429765520,3564.395
2,3701950399,3150.108
2,3701950420,3258.498
2,49498069,3343.328
2,49301497,2845.207
2,413288539,2265.606
2,413288541,2435.247
2,413288547,3080.114
2,4589897904,3454.459
2,4589897905,3357.206
2,3701819652,3276.962
2,3701819654,3270.598
2,3701819660,3421.411
2,49105228,2080.525
2,49105229,2009.174
2,4344662407,2202.668
2,4343024193,2664.062
2,4343024194,2808.424
2,4974463555,3475.906
2,1304578916,2839.534
2,1304578919,2890.488
2,49564758,3066.382
2,49564761,3163.216
2,49040797,3058.953
2,49040798,3074.571
2,317476261,3466.654
2,317476263,3482.873
2,317476268,3448.479
2,49040966,3004.285
2,49040983,3241.992
2,48909931,3196.135
2,48909932,3182.863
2,3695660661,2281.05
2,3695660670,2269.456
2,49303277,3382.344
2,49303278,3499.429
2,49106875,2533.332
2,49106879,2429.328
2,49696711,2192.654
2,49696713,2463.476
2,49696714,2396.13
2,1199525901,3096.625
2,49107067,3050.824
2,49107071,3244.068
2,49107077,3493.055
2,49107166,3075.468
2,49107171,3497.131
2,1835159784,1140.692
2,49435164,2928.94
2,49435167,2816.126
2,49435174,2724.432
2,49435187,2275.465
2,49435189,2343.029
2,49435192,2282.2
2,49435200,2684.14
2,49435206,3206.603
2,49631821,3278.808
2,49631850,3167.76
2,49566472,3536.642
2,49566476,2223.139
2,49566477,2299.449
2,49566483,2404.346
2,49566488,2828.581
2,49566492,3220.467
2,49566495,3225.123
2,317477712,2338.661
2,49435891,2814.769
2,2342868418,2283.255
2,2342868472,2563.144
2,49436217,2495.811
2,49501903,2874.737
2,49501904,2717.633
2,49108696,2164.399
2,49108697,2023.325
2,49501918,2551.401
2,49501920,2649.717
2,49501941,3262.052
2,49501943,3377.636
2,49501947,3491.403
2,49436415,3311.491
2,49436422,3228.728
2,49436426,3315.058
2,49108787,2632.656
2,49108788,2719.755
2,49174531,3557.149
2,49174534,3460.129
2,49633302,2588.292
2,49699385,2171.717
2,49699395,1999.754
2,49699402,2770.61
2,49699404,2550.685
2,49699406,2790.802
2,49502944,3111.175
2,49502971,3115.477
2,52255700,875.681
2,52255707,1161.175
2,49306722,3364.824
2,49306723,3423.387
2,1190485170,3336.008
2,1190485175,3223.789
2,49306822,1836.17
2,49306843,908.238
2,49306847,803.214
2,49306855,427.839
2,49306895,952.339
2,49306949,3303.031
2,49634659,2898.906
2,49241497,3565.479
2,1742429643,2280.376
2,49503722,3296.93
2,49503733,3237.248
2,1742429686,2788.728
2,49307165,1749.546
2,1742429737,2803.273
2,1742429747,2865.246
2,1742429778,2401.744
2,4600127226,1940.996
2,3718013355,3136.071
2,3718013356,3118.557
2,3718013364,3055.16
2,3718013369,3076.409
2,3718013375,2968.24
2,1188782856,1822.832
2,1188782869,1992.376
2,1188782868,1610.782
2,1188782872,1834.104
2,49767197,2243.721
2,1188782878,2146.355
2,1188782887,1804.744
2,1188782892,1896.702
2,1188782893,1776.168
2,1399415633,3061.626
2,48981206,3003.013
2,48981209,3338.691
2,5698709382,3226.59
2,5698709391,2718.014
2,5698709392,2704.872
2,49112977,3525.751
2,49112978,3409.967
2,49112982,2943.886
2,49112983,2827.687
2,49112984,2594.836
2,49112985,2403.671
2,49178634,3015.552
2,49178636,2776.58
2,49178637,2692.251
2,49178639,2621.445
2,49113850,3350.311
2,49113852,3266.615
2,49113854,3326.08
2,49113855,3387.2
2,49113859,3488.381
2,49113862,3554.987
2,1268352598,2634.26
2,49376711,1644.155
2,49376712,1573.044
2,2414177794,1700.962
2,49442363,2811.28
2,48918188,3432.884
2,280915696,3348.455
2,49377044,3398.23
2,49377046,3505.203
2,49377048,3578.312
2,5650673438,3276.032
2,5650673439,3251.859
2,5650673440,3304.001
2,49049383,3469.237
2,49049386,3375.851
2,49049388,3300.39
2,49049393,3081.269
2,49049394,3155.881
2,49049395,3189.465
2,49049396,3112.568
2,49049398,3043.438
2,49049399,2914.561
2,49049402,3035.887
2,49508234,2802.248
2,49442743,2283.985
2,49442745,2302.414
2,48984015,1297.622
2,48984032,1455.6
2,49442852,2858.244
2,49508410,2229.614
2,49508412,2196.014
2,49508413,2124.084
2,273313975,0
2,1188786445,2484.192
2,1188786450,2473.291
2,1188786455,2465.474
2,1188786456,2450.109
2,1188786461,2501.576
2,1188786487,2552.948
2,1188786498,2368.989
2,49246561,3283.649
2,49443453,2685.673
2,49443455,2770.597
2,49443571,3310.861
2,49443573,3365.129
2,49443713,3270.503
2,49443723,3579.84
2,49443719,3428.138
2,49443734,3132.124
2,49443736,3057.408
2,49443743,3057.541
2,346780651,2477.623
2,2771416196,3427.204
2,2771416198,3435.586
2,49050932,2782.594
2,49050933,2710.599
2,49050934,2628.725
2,49050935,2543.664
2,49050936,2459.484
2,49050937,2389.466
2,48919871,3331.013
2,425883154,1983.45
2,1707898525,1620.541
2,49051370,3531.874
2,49051380,2909.596
2,49051381,2793.03
2,49051385,2665.21
2,49051386,2769.718
2,49051387,2875.112
2,49051388,2984.397
2,49051389,3042.565
2,49051393,3366.894
2,49051394,3458.488
2,49051396,2620.851
2,49051397,2653.996
2,48920338,3531.986
2,1707898666,1386.142
2,1707898670,1367.187
2,1707898672,1377.48
2,1707898687,1338.573
2,1707898824,1655.145
2,1707898826,1705.96
2,1707898827,1715.733
2,49313738,2630.498
2,49313739,2703.168
2,49051612,1772.786
2,49051613,1731.199
2,49051614,1788.909
2,1713010775,3592.587
2,49313940,2750.575
2,49313942,2917.912
2,49313944,3000.678
2,362576044,3173.917
2,49313969,3427.178
2,5985368488,3591.827
2,49379845,3075.017
2,49379851,3192.235
2,49379853,3228.712
2,49379863,3483.322
2,49379869,2902.311
2,49052261,3127.047
2,49052265,3234.662
2,280918811,3347.955
2,1742439992,2339.885
2,3564862352,2981.375
2,5703892109,1798.97
2,49249700,3557.714
2,3283254773,3480.663
2,2362605130,3347.343
2,49053271,3351.28
2,49053272,3296.999
2,49053386,3582.327
2,49053400,3418.423
2,49643231,2505.488
2,1188790043,2405.526
2,3564863322,3053.772
2,49053536,2560.094
2,49053539,2728.692
2,4188372896,3217.421
2,4188372897,3222.366
2,4188372898,3230.035
2,392003524,3427.648
2,48988417,1737.176
2,48922911,2611.383
2,48922913,2793.015
2,1224507720,2292.378
2,49185151,2566.998
2,49185162,2784.068
2,49774992,2656.27
2,49251185,3305.108
2,49251187,3362.904
2,49251188,3420.701
2,49251191,3537.696
2,49251209,1429.718
2,49251217,1700.111
2,49251222,2091.408
2,49087868,2976.474
2,49251224,2172.773
2,49087869,2968.746
2,49251225,2185.586
2,49251347,2958.979
2,49251382,1722.99
2,49251387,1506.218
2,49251412,1318.385
2,49251414,1431.699
2,49644744,2112.879
2,3701376252,3107.169
2,49513908,3202.72
2,1742439963,2020.711
2,1742439967,2197.288
2,1742439971,2454.445
2,49120809,2506.146
2,1742439978,2438.814
2,49120810,2534.167
2,1742439983,2439.221
2,1742439990,2441.479
2,49120822,1843.373
2,49120824,1683.332
2,49120826,1528.293
2,1268352577,2855.481
2,1742439998,2006.887
2,1742439999,2006.243
2,1742440000,1991.805
2,1268352590,2831.721
2,1268352593,2850.127
2,1268352597,2836.692
2,1268352613,2857.921
2,1268352619,2781.186
2,1268352622,2861.784
2,49514141,3386.22
2,49514146,3532.386
2,49252014,3561.518
2,49252026,3352.024
2,49252046,3536.157
2,49514517,2782.639
2,49055778,2459.968
2,49121799,3389.556
2,1715964541,1942.405
2,49515135,3080.989
2,49515137,3197.326
2,49515139,3312.915
2,49515142,3540.3
2,49515144,2229.23
2,1715964559,2638.985
2,1715964581,2400.224
2,1715964587,2986.531
2,49384362,2534.165
2,49712340,2513.3
2,1742179644,2144.934
2,3718024787,3378.632
2,49581758,2924.432
2,49581759,2865.054
2,49581760,2860.829
2,49581762,2748.41
2,49581782,1953.849
2,49647330,2133.964
2,49647334,2234.613
2,60657467,1877.606
2,1742115244,1982.03
2,1742115263,1961.211
2,1742115289,1958.83
2,1742115307,2006.856
2,6243717644,2728.218
2,49123904,3518.085
2,49123906,3390.416
2,49123916,2207.906
2,49123921,1890.333
2,49123922,1606.509
2,49058392,2560.811
2,49058395,2246.373
2,49058396,2151.451
2,49517177,3191.521
2,1742115480,2068.68
2,1742115518,1811.227
2,1742115538,1792.257
2,49124061,3587.735
2,344560429,2614.626
2,1190499389,2378.089
2,1190499409,2498.932
2,1190499411,2295.929
2,1190499413,2386.753
2,371168346,2565.216
2,1190499429,2377.786
2,1190499435,2468.285
2,1190499438,2452.04
2,49452232,2537.733
2,371168483,3494.627
2,371168520,2775.042
2,371168522,3043.67
2,49779983,2340.43
2,371168628,3248.705
2,49190416,3277.378
2,49190419,3045.313
2,49190420,2972.203
2,49190422,2899.568
2,49190425,2612.543
2,49190428,2820.386
2,49190429,2734.22
2,49190430,2701.896
2,49190435,2714.812
2,49190438,2914.556
2,49190440,2969.94
2,49190441,3013.195
2,1742182012,2686.841
2,1896847012,1956.235
2,2774570792,2625.927
2,2774570802,2162.798
2,2774570803,2136.654
2,2774570812,1680.131
2,2774570818,1479.446
2,2774570832,1329.161
2,2774570833,1579.217
2,2774570835,1781.021
2,2774570839,2395.696
2,2774570840,2511.606
2,2774570842,2977.43
2,2774570843,3094.221
2,2774570848,3209.717
2,2774570856,3326.848
2,2774570857,3390.828
2,2774570860,3560.307
2,49190790,3565.663
2,49190800,3401.624
2,2120325431,3064.959
2,49518907,2945.398
2,3403455090,2910.005
2,1277926142,1413.893
2,1277926144,1409.174
2,1190435943,3507.636
2,1190435952,3566.386
2,1713151125,3557.032
2,1713151133,3005.893
2,1713151141,3103.682
2,4620852475,2673.343
2,4620852476,2600.798
2,439983355,3143.717
2,49519905,3088.366
2,48864711,3560.478
2,48864712,3578.38
2,49389063,1897.955
2,49389065,2002.905
2,49389067,2106.323
2,49389068,2239.086
2,49389071,2321.821
2,49389073,2408.463
2,48996142,2236.885
2,49192819,2327.195
2,49192826,3124.515
2,49192832,3179.323
2,49192842,3349.762
2,49192848,2066.412
2,3643121556,3163.699
2,49192855,2155.713
2,49192861,2355.148
2,49192870,2434.727
2,49192872,2460.739
2,49192883,3018.068
2,49127390,3519.122
2,49127391,3555.665
2,49455231,2186.158
2,49586322,3523.368
2,49586325,3362.128
2,49193355,1970.173
2,49193360,2076.123
2,49193363,2126.468
2,49193366,2130.77
2,49127944,3042.999
2,49127945,2955.711
2,49193571,3589.773
2,49193574,3506.75
2,6047113833,3459.299
2,4343112501,3431.307
2,4343112510,3441.751
2,49193984,3589.312
2,443524203,1721.217
2,443524206,1850.793
2,49194189,2935.751
2,49194190,2872.465
2,49456451,2928.751
2,49456455,3043.748
2,49063283,3495.86
2,49194456,3180.424
2,49325992,3596.25
2,49260588,2760.114
2,49260602,3049.808
2,2304485437,2399.758
2,49260608,3328.75
2,49260612,3586.129
2,2304485447,2495.297
2,2304485454,2821.451
2,49064036,2969.562
2,49064038,2967.428
2,49064041,3099.754
2,49064040,3181.453
2,49064043,3160.196
2,49064044,3220.274
2,49064047,3344.839
2,49064046,3283.27
2,49064051,3448.696
2,49064052,3510.891
2,49064050,3422.102
2,49064086,3512.085
2,49064087,3413.621
2,49260708,2870.37
2,49457451,2886.202
2,49260859,2367.937
2,49260909,2086.244
2,1716496875,3528.648
2,1716496886,2222.195
2,6182709944,3012.855
2,49785556,2073.153
2,49785640,1291.744
2,2523704166,3128.468
2,2523704168,3118.776
2,2523704169,3105.439
2,2523704170,3113.076
2,49196062,2300.612
2,49196067,2422.102
2,49196074,2689.941
2,49196098,3214.791
2,49196102,3393.544
2,49065111,2355.23
2,49065115,2498.802
2,1742122224,1869.005
2,49261809,3289.764
2,49261810,3348.326
2,1742122245,1820.003
2,1742122262,1891.554
2,49524358,2152.452
2,49064035,3083.336
2,49064049,3452.502
2,48934875,118.764
2,49000415,1875.398
2,421262962,3150.484
2,1711714535,1970.15
2,1711714577,2131.852
2,1711714582,2112.351
2,1711714589,2433.541
2,49656162,2601.438
2,3322787251,2935.801
2,3322787257,3046.382
2,3322787272,3006.771
2,3322787274,3050.807
2,49067476,2219.585
2,49067479,2054.068
2,49067480,2001.035
2,49067481,2085.956
2,49067482,2166.671
2,49460715,2601.822
2,49460723,3060.845
2,49460725,3177.832
2,49460727,3281.423
2,49460732,3514.839
2,49067572,3475.393
2,2304489116,2923.933
2,2304489131,2703.486
2,2304489159,2855.655
2,2304489160,2846.284
2,1190442704,2814.407
2,1190442712,2930.471
2,1190442715,3044.652
2,1190442717,3332.024
2,1190442722,2698.258
2,1190442723,3446.274
2,1190442724,3161.64
2,1190442730,3274.942
2,1190442732,3391.005
2,1190442738,2583.044
2,48871304,2802.435
2,48871305,2809.557
2,4619024316,2958.544
2,4619024318,3106.428
2,49003088,2591.607
2,49003094,2729.115
2,49592973,3554.379
2,49527483,3067.114
2,49527509,3236.253
2,49527512,3260.573
2,49527515,3446.302
2,49068913,3562.267
2,49527767,1673.871
2,49527770,1839.317
2,49527800,2031.873
2,49527802,2326.488
2,304921691,1923.721
2,48872683,3387.704
2,49069364,1866.516
2,49069366,1758.987
2,49069367,1651.598
2,49069368,1544.224
2,49069369,1471.542
2,49069370,1582.323
2,49069372,1562.519
2,49069373,1576.261
2,49069378,1746.594
2,49069379,1916.436
2,49069380,2125.464
2,49069383,2268.93
2,49069384,2306.716
2,49069385,2309.522
2,49069386,2402.297
2,49069393,2819.976
2,49069392,2705.126
2,49069395,2976.005
2,49069394,2875.77
2,49069396,3015.942
2,60473048,2876.41
2,49331996,2192.883
2,49069983,2855.349
2,49069985,2673.057
2,3052388528,1951.32
2,3695559086,3314.82
2,4343120364,3335.492
2,1214956049,3003.216
2,49070658,2418.119
2,49070659,2367.132
2,459981407,2846.072
2,317506791,1548.702
2,49137015,2053.38
2,49137016,1946.188
2,49137021,2571.015
2,49137025,2656.686
2,49137029,2815.035
2,49137033,2444.014
2,1350616497,2849.854
2,49260590,2858.436
2,49260594,2892.862
2,49260598,2951.338
2,49260610,3385.793
2,49661843,1990.026
2,49661865,3048.122
2,1896860072,2296.906
2,1896860081,2296.162
2,276548022,3158.207
2,2481834428,3157.443
2,49531325,3393.75
2,2481834429,3051.26
2,2481834430,3040.87
2,1896860105,2176.538
2,1896860109,2164.113
2,1896860116,2165.795
2,1914948105,2816.681
2,3499674207,2970.804
2,3499674210,3389.449
2,4342991460,1405.601
2,4342991461,1388.744
2,4342991462,1392.156
2,4342991463,1374.988
2,3499674227,3536.598
2,3499674231,3595.473
2,3499674237,3490.95
2,3499674238,3592.947
2,49269615,3569.47
2,412339104,1791.272
2,49007527,2790.231
2,49007601,1970.832
2,49007602,1727.345
2,49138691,3593.461
2,6306057223,2239.932
2,49138698,3529.82
2,49138700,3496.361
2,459984227,985.442
2,459984493,2090.713
2,459984514,2020.796
2,49270424,2513.004
2,49532625,2723.711
2,1716496871,3398.639
2,49532626,2569.72
2,49074038,3364.13
2,49074039,3297.524
2,49074040,3209.037
2,49074042,3042.273
2,49074043,2971.448
2,49074041,3124.853
2,3701723389,2848.342
2,49074471,2274.059
2,49074472,2234.863
2,1214959997,2179.117
2,3695956669,2462.223
2,49599267,2721.089
2,49599283,3343.838
2,1199494025,3554.296
2,1199494051,2988.094
2,1199494072,2997.971
2,1199494091,3060.191
2,1199494119,3064.729
2,1199494121,3229.855
2,1199494123,3444.99
2,1199494126,3480.203
2,1389090169,2510.178
2,49403363,2293.42
2,1389090306,2414.673
2,1702090542,3421.92
2,1714476948,3431.469
2,1702090648,3153.06
2,1714476967,3369.371
2,49403846,2881.077
2,1702090706,3138.605
2,293394564,2680.221
2,48945393,2849.237
2,3695761841,2084.21
2,49076740,2485.048
2,49076739,2563.982
2,49076741,2563.796
2,49142313,3216.466
2,49142314,3267.806
2,48945711,1287.439
2,49273422,3544.895
2,49273728,3371.31
2,49273736,3255.019
2,5161343930,3559.84
2,49536071,3318.268
2,49536077,3425.982
2,49536082,3499.867
2,49208608,2770.309
2,49274271,2878.741
2,4309638585,3209.511
2,49274305,3211.321
2,1742134792,2406.092
2,1742134801,2423.208
2,1742134803,2486.328
2,1742134812,2283.298
2,48946734,2105.393
2,48946737,2382.676
2,48946741,2553.586
2,5884141153,2308.074
2,5884141156,2359.708
2,5884141157,2361.964
2,5884141159,2284.029
2,49405559,3344.102
2,49405571,3061.815
2,5146337055,3552.138
2,49274750,2702.51
2,49209367,2765.953
2,49209368,2974.666
2,48988413,1300.596
2,1190519048,3346.134
2,3643203935,3102.865
2,3643203936,3117.383
2,49013346,1749.304
2,49013354,2212.836
2,49275699,3369.707
2,412345140,2442.411
2,412345141,2032.12
2,49275700,3446.161
2,49406880,1827.204
2,49406893,1959.579
2,49406900,2083.216
2,49406901,2194.185
2,49406903,2278.357
2,49406905,2364.026
2,49144791,3370.824
2,49144793,3471.467
2,49144796,3572.098
2,49735050,2854.16
2,5146338906,3555.434
2,4711573134,2710.968
2,49145494,2834.245
2,49145496,2938.933
2,49145499,3154.389
2,49014431,2959.352
2,48883400,1305.442
2,48883404,1938.194
2,48883409,519.087
2,48883418,849.554
2,49080106,3281.041
2,49080107,3447.018
2,49080110,3584.427
2,49538868,2235.576
2,49538873,2192.277
2,49276740,3075.346
2,49276741,3217.257
2,48883571,2002.31
2,49735563,3034.263
2,49080225,2936.048
2,49080226,2891.114
2,49080227,2809.615
2,49080228,2739.003
2,276817925,2072.462
2,276817939,2054.992
2,276817940,1615.588
2,2480662604,2967.738
2,2480662605,2958.382
2,49539224,2432.089
2,49539226,2089.588
2,49539233,1802.383
2,49539242,2171.237
2,49539248,2268.981
2,276818282,1753.825
2,2774591970,3385.535
2,2774591971,3128.93
2,49080905,2366.54
2,49080906,2160.813
2,49080907,1959.323
2,49080908,1613.666
2,49080910,1888.629
2,49080911,1838.569
2,49080912,1945.419
2,49080922,2439.544
2,49080943,3557.319
2,49080944,3441.563
2,49080945,3325.689
2,49080946,3093.259
2,49080948,2745.369
2,49080949,2512.406
2,49080950,2397.867
2,49080951,2322.11
2,504752760,2188.234
2,5862713989,2577.675
2,5862713992,2585.14
2,1742072497,2856.898
2,6209203075,3571.95
2,49671257,2245.298
2,1331948651,3234.646
2,1711664339,3176.251
2,49409344,1846.553
2,49409346,1775.371
2,5688847690,1624.32
2,49344078,3024.415
2,49344084,2853.951
2,49344086,3068.566
2,49344088,3174.204
2,49344090,3282.73
2,49344092,3353.12
2,48885339,1731.753
2,276819573,2355.845
2,1711664837,1908.908
2,1711664868,1848.582
2,1711664872,1777.168
2,1711665007,2400.038
2,276557813,3562.574
2,49213641,2054.08
2,49213642,2157.361
2,49213644,2074.047
2,49213650,2472.39
2,49344745,1788.424
2,49344746,1894.507
2,49606891,2028.091
2,49344747,2084.911
2,49344752,1852.327
2,49344755,1710.711
2,49344757,1781.545
2,3695767827,2108.214
2,3695767831,2196.362
2,3695767838,2133.812
2,49344809,3357.367
2,49344811,3241.499
2,49344815,3007.432
2,49344819,2660.754
2,49344825,2247.034
2,1630990687,1529.272
2,49410400,2145.423
2,49410401,2223.755
2,49410404,2112.271
2,49410406,2033.316
2,1630990704,1701.735
2,1630990708,1910.85
2,49410733,3527.587
2,49410744,3518.31
2,49410765,2644.161
2,49410776,2561.809
2,2403136288,2092.311
2,276820772,1281.362
2,49120821,2834.838
2,3695768465,3133.97
2,3695768468,3029.53
2,49083418,3447.677
2,49083419,3441.877
2,49083421,2265.753
2,49083423,2371.352
2,49083424,2421.43
2,49083425,2487.259
2,49083426,2504.731
2,49083420,3416.058
2,49083437,3565.505
2,49607787,1925.665
2,49607792,1947.585
2,49083620,2986.764
2,49149187,1973.535
2,49149190,2031.36
2,49149197,2136.971
2,49149200,2227.538
2,49149202,2346.141
2,49149205,2553.187
2,49149209,2761.789
2,49149213,2827.954
2,49346001,3403.598
2,49346006,3258.606
2,49346013,3398.47
2,421262963,3298.799
2,3810784885,2668.489
2,49739479,2651.927
2,49739501,2009.92
2,49215446,2871.915
2,48953579,2470.439
2,48953582,1383.131
2,48953583,1404.866
2,276822322,1659.954
2,49084754,3225.876
2,49740308,3255.129
2,281868835,1489.152
2,3629710059,3008.213
2,281869180,2242.774
2,410319747,1741.447
2,49282084,1957.471
2,49282089,1802.749
2,49085497,3339.151
2,49085499,3361.945
2,49085502,3435.124
2,49085505,3579.074
2,276823186,2011.982
2,1921907895,3330.361
2,777387205,3422.198
2,49085784,2932.13
2,49085785,2850.559
2,49085786,2818.23
2,49085788,2830.422
2,49085790,3030.14
2,49085792,3096.843
2,49085793,3106.836
2,49085794,3476.491
2,49085796,3272.475
2,49085798,3070.524
2,49085800,2867.365
2,49085801,2759.444
2,276823450,1676.082
2,1957100992,1786.587
2,1957101006,1784.839
2,49413712,3512.78
2,1268352575,2755.494
2,49348484,1471.002
2,49676168,2531.236
2,49676169,2504.104
3,49152143,0
3,49152144,85.307
3,49152147,89.8
3,49152148,161.85
3,49283256,3410.809
3,49283261,2939.854
3,49283263,3195.563
3,49348815,2070.292
3,49348900,84.952
3,49348902,208.374
3,49283624,3596.532
3,49283625,3567.711
3,49611303,2593.108
3,49283635,3450.172
3,49283638,3550.489
3,49414863,1840.216
3,49414864,1925.968
3,49153028,3563.373
3,49153031,3473.674
3,49153032,3526.46
3,3587900543,3570.323
3,49087810,2465.321
3,49087813,2555.891
3,49087836,2986.014
3,49087837,3137.569
3,49087838,3233.777
3,49087840,3346.807
3,49087841,3433.368
3,49677736,2475.906
3,295175758,3484.578
3,295175765,3424.396
3,49350313,3356.631
3,295176079,2826.662
3,49350734,1606.643
3,49350736,1721.183
3,49023104,2377.732
3,49023106,2199
3,49088885,3481.069
3,49088886,3457.902
3,49088887,3408.889
3,49088891,3292.867
